"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","entrez_id"
"142678",1140.58683256368,0.11065425604403,0.1936018348978,0.571555822817705,0.567622931591841,0.999955625236915,"MIB2","142678"
"8510",10.0581587490012,1.13007763194235,0.687920555975774,1.64274438687096,0.100435830926765,0.999955625236915,"MMP23B","8510"
"984",991.443380220647,0.178151392616189,0.122136246677286,1.4586283553228,0.144667424858457,0.999955625236915,"CDK11B","984"
"728661",976.936728660714,-0.19393191809375,0.119269863877769,-1.62599261698242,0.103951225962761,0.999955625236915,"SLC35E2B","728661"
"8511",20.1917242433896,0.192157384507566,0.558193545698582,0.344248667847063,0.730659284725136,0.999955625236915,"MMP23A","8511"
"728642",614.463047424208,0.180879413321573,0.170192519549723,1.06279296998554,0.287875848292396,0.999955625236915,"CDK11A","728642"
"9906",325.140515737356,-0.202814088433377,0.166264641830907,-1.21982693493931,0.222530488418215,0.999955625236915,"SLC35E2A","9906"
"65220",1121.82414669268,0.0974725448271373,0.120143952398456,0.811297971152728,0.417194574890515,0.999955625236915,"NADK","65220"
"2782",7656.48803779336,0.102973296093915,0.115335812645857,0.892812854322174,0.371957401413229,0.999955625236915,"GNB1","2782"
"5590",73.8496472889141,0.264899181941917,0.253889543133762,1.0433638923142,0.29677978996339,0.999955625236915,"PRKCZ","5590"
"100506504",49.9476443588006,0.323127014054049,0.255537930803785,1.26449726284339,0.206051602530753,0.999955625236915,"PRKCZ-AS1","100506504"
"199990",752.852668892273,0.0192198650682865,0.161109250119578,0.119297092215507,0.905039987125351,0.999955625236915,"FAAP20","199990"
"6497",1686.32874214915,0.0724497466056645,0.137168708385564,0.528179841148735,0.597374519637476,0.999955625236915,"SKI","6497"
"79906",59.7864907576226,0.207064830715801,0.299693486201547,0.690922026168256,0.489614543402673,0.999955625236915,"MORN1","79906"
"100129534",39.6252883246071,0.150617458345086,0.299466685269422,0.502952300719459,0.614997808593476,0.999955625236915,"LOC100129534","100129534"
"11079",1869.84406678105,0.0074075784677596,0.0977589624062515,0.0757739064064156,0.939598976097233,0.999955625236915,"RER1","11079"
"5192",401.56624632204,0.235218421485215,0.15993647897659,1.47069901119709,0.141372533749067,0.999955625236915,"PEX10","5192"
"9651",29.8858142242761,0.528756937500683,0.328577875451022,1.60922866999151,0.107566349571851,0.999955625236915,"PLCH2","9651"
"55229",482.885166757353,0.060906622387323,0.134261301558649,0.453642424736345,0.650086212990163,0.999955625236915,"PANK4","55229"
"8764",170.971170204735,-0.498378543002126,0.24135338634102,-2.06493287936695,0.0389293515779732,0.746255875164198,"TNFRSF14","8764"
"127281",982.936481180201,0.0511979369626447,0.188438144138552,0.271696249168113,0.785855585574657,0.999955625236915,"PRXL2B","127281"
"127262",796.026945287726,0.00789043792506461,0.120042084590685,0.0657305973315034,0.947592311933739,0.999955625236915,"TPRG1L","127262"
"49856",455.104835213829,0.0166722680169144,0.139108764983241,0.119850593303182,0.90460150309161,0.999955625236915,"WRAP73","49856"
"7161",69.4407746731792,-0.385324131441072,0.248458767851141,-1.55085745121271,0.120935849004034,0.999955625236915,"TP73","7161"
"57212",208.472579332938,0.178951118016618,0.193880011439565,0.922999316370472,0.356007561489461,0.999955625236915,"TP73-AS1","57212"
"57470",1097.49568262941,0.0208535936960777,0.108454699922489,0.192279299200324,0.847523432694334,0.999955625236915,"LRRC47","57470"
"9731",382.995545767064,0.0883494541098757,0.165636538763927,0.533393505860417,0.593761212001451,0.999955625236915,"CEP104","9731"
"1677",117.620304289236,-0.12604602926412,0.20102641996671,-0.627012256821733,0.530651200833371,0.999955625236915,"DFFB","1677"
"339448",519.577522906953,0.0123225421063126,0.12237830248334,0.100692213049696,0.919794793042776,0.999955625236915,"C1orf174","339448"
"261734",321.311878361633,-0.0158577016386686,0.150025605369357,-0.105699967679701,0.91582040599642,0.999955625236915,"NPHP4","261734"
"8514",291.887768366151,-0.174978008255263,0.197299665886288,-0.886864189400655,0.375152023679567,0.999955625236915,"KCNAB2","8514"
"6146",4716.03076536646,-0.00467221248393165,0.10857760340119,-0.0430310887105143,0.96567675159127,0.999955625236915,"RPL22","6146"
"388591",57.3201168200698,-0.212829276783883,0.288734074842075,-0.737111741661565,0.461054399335719,0.999955625236915,"RNF207","388591"
"23463",2065.19571222024,0.105359922359561,0.148606239964559,0.708987202587781,0.478332418448274,0.999955625236915,"ICMT","23463"
"148645",10.3672399167354,-0.3190152435365,0.554180189495089,-0.575652557748687,0.564850048537595,0.999955625236915,"ICMT-DT","148645"
"387509",759.738994745224,-0.0276404827023773,0.121464662881599,-0.22755986841474,0.819988421759156,0.999955625236915,"GPR153","387509"
"11332",1857.13721081837,-0.0595735686648361,0.116758678999007,-0.510228183254307,0.609891609616254,0.999955625236915,"ACOT7","11332"
"54626",15.754474057392,0.00882600525253227,0.426534222354726,0.0206923730616676,0.983491053133931,0.999955625236915,"HES2","54626"
"8718",31.1643643766519,-0.0550047861813607,0.392149545033493,-0.140264822127137,0.88845075738465,0.999955625236915,"TNFRSF25","8718"
"57449",92.6752317247762,-0.221500888618476,0.244372363209458,-0.906407278259294,0.364720321868487,0.999955625236915,"PLEKHG5","57449"
"79707",452.018164947179,-0.0775958328045634,0.133219836981727,-0.582464553047057,0.560253811058341,0.999955625236915,"NOL9","79707"
"3104",284.400273726318,0.121723014483847,0.211073274587061,0.576686057114446,0.564151552959817,0.999955625236915,"ZBTB48","3104"
"9903",1227.03290583681,0.0663435727274602,0.126875911184742,0.522901251371968,0.601042973742212,0.999955625236915,"KLHL21","9903"
"148479",674.798112997161,0.000393193831477421,0.13944933869471,0.00281961775622488,0.997750273505922,0.999955625236915,"PHF13","148479"
"90326",205.616116269545,0.0848130736511245,0.210106277881713,0.403667489168854,0.686457249721719,0.999955625236915,"THAP3","90326"
"55735",510.275388378359,0.00225964130402333,0.137102595822184,0.0164813896518341,0.986850348979137,0.999955625236915,"DNAJC11","55735"
"23261",308.237510580015,-0.0426896092773166,0.142415895251855,-0.29975312237319,0.764365474831416,0.999955625236915,"CAMTA1","23261"
"9341",2169.95947609972,0.0348345873788628,0.158842861396509,0.219302190055035,0.826414656008106,0.999955625236915,"VAMP3","9341"
"8863",282.847266451689,0.140884058630958,0.175698102529157,0.801853045667233,0.422637969823335,0.999955625236915,"PER3","8863"
"11315",2891.75997909631,0.0472312166642541,0.203558563435376,0.232027657629096,0.816516532238656,0.999955625236915,"PARK7","11315"
"54206",11181.6474952105,-0.164680308227905,0.159432723045262,-1.03291410371981,0.301644097936116,0.999955625236915,"ERRFI1","54206"
"50651",15.7923784408047,-0.845570622490592,0.463094547690345,-1.82591357792447,0.0678632806191127,0.898181130140779,"SLC45A1","50651"
"473",871.934853475992,-0.130017045559649,0.136236843251523,-0.954345700154025,0.339908682354432,0.999955625236915,"RERE","473"
"2023",60154.860069236,0.0319676065647652,0.0957203773869109,0.333968664117871,0.738403204804264,0.999955625236915,"ENO1","2023"
"80045",77.389478132495,-0.338233278000894,0.249082086258911,-1.35791892175383,0.174489412581078,0.999955625236915,"GPR157","80045"
"9563",2767.37172725555,-0.519748081596448,0.117263402698149,-4.43231280721357,9.32276317384085e-06,0.00287255150674348,"H6PD","9563"
"80176",1038.12383390558,0.0512159565516543,0.160146002377386,0.319807898988094,0.749113959323722,0.999955625236915,"SPSB1","80176"
"100506022",15.851885395338,0.25171013945979,0.438404425308849,0.574150544403068,0.565865932493742,0.999955625236915,"LINC02606","100506022"
"84275",122.572688651004,-0.0245057036103385,0.199800858261489,-0.12265064236244,0.902383750343616,0.999955625236915,"SLC25A33","84275"
"199953",401.327583436986,0.00691407269452347,0.158986325352288,0.0434884741137516,0.965312152159798,0.999955625236915,"TMEM201","199953"
"5293",778.358533307523,0.0862582584841042,0.113506860756324,0.759938720085682,0.447291215478999,0.999955625236915,"PIK3CD","5293"
"101929074",15.632810308376,-0.662143047415459,0.462611416068511,-1.43131583963635,0.152339716318532,0.999955625236915,"PIK3CD-AS2","101929074"
"22883",3213.96352465825,0.115701521972942,0.143323302824667,0.807276414181469,0.41950724944056,0.999955625236915,"CLSTN1","22883"
"56998",1504.1901069771,-0.0769910201082816,0.11156189470461,-0.690119330727895,0.490119147721141,0.999955625236915,"CTNNBIP1","56998"
"84328",418.936645956242,0.00709733169190226,0.162848561610639,0.0435824033181918,0.965237278486751,0.999955625236915,"LZIC","84328"
"64802",196.818573781294,-0.0284144428179383,0.156083915929028,-0.182045937589486,0.855546675204162,0.999955625236915,"NMNAT1","64802"
"10277",938.336546695266,-0.0219452930359991,0.158501653299445,-0.138454663274329,0.889881097916302,0.999955625236915,"UBE4B","10277"
"23095",830.184903930111,0.153757628660376,0.142286946925072,1.08061654272015,0.279867720794134,0.999955625236915,"KIF1B","23095"
"5226",2446.45977617496,0.073601322680427,0.100617193979154,0.731498462337124,0.464474743399782,0.999955625236915,"PGD","5226"
"100526739",6.77865403909597,-0.531825080240963,0.722247434163703,-0.73634748298797,0.461519256267778,0.999955625236915,"CENPS-CORT","100526739"
"378708",32.1467038438533,0.293428613533774,0.479336164190974,0.612156218233657,0.540434405339023,0.999955625236915,"CENPS","378708"
"1676",617.265322606066,0.00630182241377151,0.120374333688702,0.052351877851873,0.95824831740925,0.999955625236915,"DFFA","1676"
"5195",484.206021553263,-0.0826976374285734,0.129087927659908,-0.640630296943387,0.521762910547682,0.999955625236915,"PEX14","5195"
"54897",9.05166425669028,-0.271149944104609,0.611613881897348,-0.443335169671832,0.657523320762328,0.999955625236915,"CASZ1","54897"
"23435",3660.8771619888,0.157800177536025,0.109223657337788,1.44474357828916,0.148529924433148,0.999955625236915,"TARDBP","23435"
"10747",40.6069093882902,-0.0991688084302493,0.357252385345766,-0.277587533346401,0.781329003133106,0.999955625236915,"MASP2","10747"
"6723",1632.5650841549,-0.114067957880365,0.12882072942844,-0.885478279671827,0.375898729242939,0.999955625236915,"SRM","6723"
"5394",1547.16584670058,0.191326170120561,0.134950415338622,1.41775162114529,0.156263293153927,0.999955625236915,"EXOSC10","5394"
"2475",914.873073448501,0.160166069154354,0.125556802329323,1.27564629062673,0.202080582631225,0.999955625236915,"MTOR","2475"
"29914",512.675183395694,-0.0374211705148158,0.129323508870043,-0.28936092781414,0.772305191722321,0.999955625236915,"UBIAD1","29914"
"93611",38.2812988855814,-0.5520359383421,0.361537978855276,-1.52690995311195,0.126783404259482,0.999955625236915,"FBXO44","93611"
"10459",708.597272079622,0.0607172299009003,0.17863010850056,0.339904792146,0.733928227678572,0.999955625236915,"MAD2L2","10459"
"57085",567.632322109026,-0.280165191135132,0.135076945606198,-2.07411553376342,0.0380685822537286,0.737447121049502,"AGTRAP","57085"
"4524",225.677612135067,-0.035322002827446,0.155662838590444,-0.226913521218637,0.820490987866299,0.999955625236915,"MTHFR","4524"
"1185",463.364566124795,-0.183543384936261,0.147315727611609,-1.24591846309964,0.212794331044329,0.999955625236915,"CLCN6","1185"
"100379251",7.07881672019198,0.223873439746067,0.73667075335768,0.303898911047671,0.76120490743901,0.999955625236915,"NPPA-AS1","100379251"
"4878",16.0307396388233,-0.259879880100708,0.443182195644138,-0.586395127455399,0.557610017923402,0.999955625236915,"NPPA","4878"
"90231",2030.33075363531,0.10735651439255,0.127231445199983,0.843789160956296,0.398787233450738,0.999955625236915,"KIAA2013","90231"
"5351",4331.30248383957,0.0751470448513424,0.106446035576738,0.705963772574394,0.480210666823583,0.999955625236915,"PLOD1","5351"
"9927",2038.2022874907,0.161775929907778,0.117204190715018,1.38029134385763,0.167496959086303,0.999955625236915,"MFN2","9927"
"60672",371.766726171714,0.230740448987434,0.191258919908453,1.20642973984104,0.227651834736611,0.999955625236915,"MIIP","60672"
"7133",28.5183356174338,-0.36089321269605,0.384344338146311,-0.938984074636393,0.347738920875687,0.999955625236915,"TNFRSF1B","7133"
"55187",618.175722709055,0.098428508086675,0.12545612802987,0.784565167380586,0.432708559522775,0.999955625236915,"VPS13D","55187"
"9249",36.762000138558,-0.239581372237213,0.461980558906978,-0.518596221460163,0.604042344584138,0.999955625236915,"DHRS3","9249"
"343069",12.9692696328618,0.0911422404332186,0.567544399021508,0.1605905028582,0.872415935431254,0.999955625236915,"HNRNPCL1","343069"
"7799",425.378706703128,0.0799416063863784,0.187625990387462,0.426068937577854,0.670057613752593,0.999955625236915,"PRDM2","7799"
"23254",188.252714278441,-0.848334597105394,0.157468491737339,-5.3873291586512,7.15123960944976e-08,4.38102816573916e-05,"KAZN","23254"
"55092",175.251769606322,0.202397648057242,0.1913629528843,1.05766369616805,0.290208791891236,0.999955625236915,"TMEM51","55092"
"114827",8.25993097271162,-0.109868821061563,0.690279699812915,-0.159165655735407,0.873538361629178,0.999955625236915,"FHAD1","114827"
"79180",3798.73076532299,0.0033597211136535,0.138012535943807,0.0243435937951423,0.980578540602327,0.999955625236915,"EFHD2","79180"
"51032",9.4856724312309,-0.734839615549983,0.61122635318699,-1.20223810985646,0.229271287921239,0.999955625236915,"CELA2B","51032"
"842",393.843398061125,0.044539552861054,0.140938349115093,0.316021530979351,0.751986165617611,0.999955625236915,"CASP9","842"
"23341",365.715073974902,0.0786742729636054,0.148093277244953,0.531248105432057,0.595246861433602,0.999955625236915,"DNAJC16","23341"
"79814",109.751121483948,0.0109603365241129,0.204259528607591,0.0536588750538495,0.957206948522166,0.999955625236915,"AGMAT","79814"
"84301",66.5412648830409,0.174233741717491,0.290531554704618,0.599706775033897,0.548701672234697,0.999955625236915,"DDI2","84301"
"6248",62.5678860274212,0.0334446999756438,0.280227074341505,0.119348567779306,0.9049992069166,0.999955625236915,"RSC1A1","6248"
"23207",1268.82383967192,0.0616955854105394,0.109680357001427,0.562503506527946,0.573773015215512,0.999955625236915,"PLEKHM2","23207"
"284723",11.8720298507416,0.0178568745832232,0.552164678687974,0.0323397625245675,0.974201099867297,0.999955625236915,"SLC25A34","284723"
"54751",1439.2308970177,0.0576698215435931,0.105206026316898,0.548160818942842,0.583581482784382,0.999955625236915,"FBLIM1","54751"
"440567",384.65568545236,-0.269965522301079,0.173676702913398,-1.55441413714362,0.120085663208816,0.999955625236915,"UQCRHL","440567"
"729614",63.4570935114261,-0.0976590910259247,0.265806935907915,-0.367406105082816,0.713316118357724,0.999955625236915,"SPEN-AS1","729614"
"23013",1020.78765355961,0.164671012357363,0.180830900759446,0.910635359696735,0.362487533144475,0.999955625236915,"SPEN","23013"
"7709",710.304071933279,0.300758583101556,0.149328103283019,2.01407890738111,0.0440012496552671,0.778548872224902,"ZBTB17","7709"
"1969",6052.22811638723,0.0883446375911193,0.117272547632045,0.75332752101805,0.451253124831202,0.999955625236915,"EPHA2","1969"
"128272",174.613219666591,-0.019734538186334,0.183986552492467,-0.107260764001445,0.91458211070779,0.999955625236915,"ARHGEF19","128272"
"79363",21.1158348736343,0.303092761313031,0.438809103171737,0.690716667275722,0.489743613042882,0.999955625236915,"CPLANE2","79363"
"54455",385.88622673678,-0.0214362239881705,0.137173329801569,-0.156271077032099,0.875819353410498,0.999955625236915,"FBXO42","54455"
"26099",3708.06035221256,-0.11650713105341,0.144225811822782,-0.807810540852205,0.419199656148168,0.999955625236915,"SZRD1","26099"
"55707",1584.56729358526,0.143735916889808,0.151517551285147,0.948642026423103,0.342802708650373,0.999955625236915,"NECAP2","55707"
"114819",52.3707354242046,0.0324812529360793,0.320021371514098,0.101497136839339,0.919155830294564,0.999955625236915,"CROCCP3","114819"
"55672",449.813675640957,0.295512088983764,0.14976022176424,1.97323485170164,0.0484688114752835,0.799584063870315,"NBPF1","55672"
"84809",355.658593198827,0.0335884384544725,0.22227027684003,0.151115295000269,0.879884767389782,0.999955625236915,"CROCCP2","84809"
"11209",12.9483439880487,-0.466261666219922,0.57556122641571,-0.810099160298814,0.417883186860605,0.999955625236915,"MST1P2","11209"
"9696",341.755916142956,-0.0227516755494582,0.173922852906056,-0.130814755906445,0.89592184978277,0.999955625236915,"CROCC","9696"
"4237",772.975013480289,-0.297521298426411,0.19360899948882,-1.53671213224565,0.124363818809008,0.999955625236915,"MFAP2","4237"
"23400",1368.76750324672,-0.217914917855177,0.130044196964722,-1.67569890038455,0.0937971853354847,0.990567669420915,"ATP13A2","23400"
"6390",1003.42947505584,0.0547803543611566,0.10687855005526,0.512547693927672,0.608267749802037,0.999955625236915,"SDHB","6390"
"29943",6.89766168122215,0.306602465925822,0.754670480218221,0.406273299357309,0.684541801716784,0.999955625236915,"PADI1","29943"
"55920",3165.98706546316,-0.117259888457416,0.141328672662416,-0.829696382541626,0.406710467245212,0.999955625236915,"RCC2","55920"
"55160",91.029852445023,-0.292994380949625,0.21149621429357,-1.38534101864788,0.165948216814189,0.999955625236915,"ARHGEF10L","55160"
"8659",112.680145059934,-0.161379945993849,0.231569540203513,-0.696896257823984,0.485867719866604,0.999955625236915,"ALDH4A1","8659"
"126917",1074.35087477085,-0.100279861481276,0.146438435680469,-0.684791946972773,0.493475217769481,0.999955625236915,"IFFO2","126917"
"23352",3994.01804471418,0.165811367735126,0.108161525515436,1.53299768050575,0.125276426413384,0.999955625236915,"UBR4","23352"
"23065",1054.99899563597,-0.0489434956542414,0.129949803184306,-0.376633857496695,0.706445722902147,0.999955625236915,"EMC1","23065"
"51154",1156.77608963666,0.0791458003109411,0.116449140520885,0.679659806477888,0.49671989153268,0.999955625236915,"MRTO4","51154"
"246181",13.9257117972013,0.473830774896584,0.536945439884016,0.882456092743676,0.377530213664925,0.999955625236915,"AKR7L","246181"
"22977",16.5030511865994,0.117459794503251,0.460990208169276,0.254798892518168,0.798878430690808,0.999955625236915,"AKR7A3","22977"
"100506730",56.8266693363955,-0.383572975851764,0.255178339051097,-1.50315648764747,0.132798695113818,0.999955625236915,"LOC100506730","100506730"
"8574",989.083040829721,-0.0692733110720421,0.148381308364417,-0.466860090638304,0.640599980266161,0.999955625236915,"AKR7A2","8574"
"54896",316.170800388167,0.0184915647097294,0.181062683822541,0.102127972033448,0.918655098619361,0.999955625236915,"SLC66A1","54896"
"832",3357.77682224366,-0.200805802930982,0.12162216852405,-1.6510625107895,0.0987258113176514,0.999955625236915,"CAPZB","832"
"440574",1130.95221941932,0.182770674368423,0.33476077704543,0.54597398172373,0.585083822112379,0.999955625236915,"MICOS10","440574"
"644068",22.1562170427971,0.0424570354437125,0.462887647700858,0.0917221180011925,0.926918823841931,0.999955625236915,"RPS14P3","644068"
"4681",43.7124830247145,-0.542713395162842,0.35904202983868,-1.51155951131038,0.130645958402397,0.999955625236915,"NBL1","4681"
"255104",284.781605040946,-0.189123006905732,0.136460721257179,-1.38591534005821,0.165772756107872,0.999955625236915,"TMCO4","255104"
"23252",298.614715828055,-0.154168414306845,0.144285654927808,-1.06849440011193,0.285297555060479,0.999955625236915,"OTUD3","23252"
"55450",712.724664516812,-0.307966069336589,0.183084078317632,-1.68210186361645,0.0925490890784575,0.988198443515295,"CAMK2N1","55450"
"79594",792.471309817424,-0.0922059642652071,0.116397166196895,-0.792166744929454,0.4282634562878,0.999955625236915,"MUL1","79594"
"978",61.4589165794763,-0.30807555091263,0.292216185081855,-1.0542727153403,0.291758076816543,0.999955625236915,"CDA","978"
"65018",658.915480663358,-0.0163632494674921,0.152155625742587,-0.107542848893244,0.91435833390691,0.999955625236915,"PINK1","65018"
"100861548",51.7711487510124,-0.221741377135936,0.253356217068269,-0.875215851033115,0.381456470091366,0.999955625236915,"PINK1-AS","100861548"
"1650",3360.44912145313,-0.0560815510279065,0.1056427683506,-0.530860293643451,0.595515594750929,0.999955625236915,"DDOST","1650"
"57576",12.7781794068283,0.699920471746914,0.504838677685048,1.38642402550538,0.165617464404409,0.999955625236915,"KIF17","57576"
"400745",143.074358884322,0.0787043433277544,0.233131211225341,0.337596767563138,0.735667078426281,0.999955625236915,"SH2D5","400745"
"50809",3999.93578382902,-0.125618566861627,0.135807959744375,-0.92497204948865,0.354980446590038,0.999955625236915,"HP1BP3","50809"
"8672",1506.56065038912,-0.0127759051906867,0.148158853632655,-0.0862311288015443,0.931282685656578,0.999955625236915,"EIF4G3","8672"
"1889",2697.19508385423,-0.0410968230055879,0.118223424222651,-0.347619968511401,0.728125607799612,0.999955625236915,"ECE1","1889"
"84224",304.011299838959,-0.00863105255394913,0.152666466182497,-0.0565353529807364,0.954915332944277,0.999955625236915,"NBPF3","84224"
"84196",1239.7143573939,-0.0911071514322455,0.1306154337762,-0.697522098256405,0.485476114835428,0.999955625236915,"USP48","84196"
"3339",537.831499963654,0.0588611130746873,0.188373744942454,0.312469835393827,0.754683484081933,0.999955625236915,"HSPG2","3339"
"29092",372.893808765869,-0.053354764248966,0.126377592695339,-0.422185318702733,0.672889756671478,0.999955625236915,"LINC00339","29092"
"998",4987.88788078076,-0.00548526992329791,0.0967577181646347,-0.0566907738973819,0.954791523560593,0.999955625236915,"CDC42","998"
"9923",1028.02506228846,0.00743495734683113,0.153699817310519,0.048373234769761,0.961418789885584,0.999955625236915,"ZBTB40","9923"
"2048",1204.71500840411,-0.0390808175151957,0.12127538131738,-0.322248564306062,0.747264396063969,0.999955625236915,"EPHB2","2048"
"23028",1558.37595220072,-0.0619817652865153,0.0987801771831305,-0.627471695779671,0.53035008395728,0.999955625236915,"KDM1A","23028"
"7798",1402.08559899613,0.113696496502177,0.127901642188293,0.888936956218246,0.374036962539539,0.999955625236915,"LUZP1","7798"
"3352",66.8038955026352,-0.829877786221916,0.248549263309603,-3.33888652563893,0.000841149171533337,0.0768661233212005,"HTR1D","3352"
"100996511",85.1754570038565,-0.0353031975240636,0.268712830739455,-0.131378905230967,0.895475575199081,0.999955625236915,"LINC01355","100996511"
"10236",3916.29264264447,0.0129323948550991,0.121325775921769,0.106592311129647,0.915112418661402,0.999955625236915,"HNRNPR","10236"
"80818",317.930961893763,-0.246206377466325,0.156165739912254,-1.5765710046561,0.11489426886171,0.999955625236915,"ZNF436","80818"
"148898",60.807640822115,-0.310416779723813,0.270037964369014,-1.14953014273067,0.250337444865599,0.999955625236915,"ZNF436-AS1","148898"
"6920",252.402210134795,-0.00100108312923187,0.163080121654772,-0.00613859689994031,0.995102139069067,0.999955625236915,"TCEA3","6920"
"55616",496.962597376136,0.0409348936033638,0.151467653516875,0.270255019160267,0.786964067662592,0.999955625236915,"ASAP3","55616"
